utt_id	wav_path	text_olchiki
train_santalimale_01144	wavs/train_santalimale_01144.wav	ᱥᱮᱛᱟ: ᱢᱟᱨᱥᱟᱹᱞ ᱮᱱᱠᱷᱟᱱ ᱟᱨ ᱦᱚᱸ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱫᱚ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱧᱮᱧᱮᱞ ᱮ ᱦᱮᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01145	wavs/train_santalimale_01145.wav	ᱧᱮᱞᱚᱠᱤᱱᱟᱭ ᱵᱟᱱᱟ ᱦᱚᱲ ᱠᱤᱱ ᱜᱤᱛᱤᱧ ᱟᱠᱟᱱᱟ ᱟᱨᱚᱠᱤᱱ ᱥᱟᱞᱟᱝ ᱜᱷᱚᱴᱚᱱ ᱟᱠᱟᱱᱟ।
train_santalimale_01146	wavs/train_santalimale_01146.wav	ᱮᱱᱠᱷᱟᱱ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱮ ᱦᱚᱦᱚᱣᱟᱫᱼᱟ ᱠᱤᱱᱟ।
train_santalimale_01147	wavs/train_santalimale_01147.wav	ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱟᱨ ᱵᱩᱲᱦᱤ ᱫᱚ ᱞᱟᱡᱟᱣ ᱛᱮ ᱚᱲᱟᱹᱷ ᱠᱷᱚᱱ ᱵᱟᱝᱚᱠᱤᱱ ᱚᱰᱚᱝᱚ ᱠᱟᱱᱟ।
train_santalimale_01148	wavs/train_santalimale_01148.wav	ᱮᱱᱠᱷᱟᱱ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢᱮ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ ᱮ ᱦᱚ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱟᱹᱞᱤᱧ ᱫᱚ ᱟᱹᱰᱤ ᱞᱟᱡᱟᱣ ᱞᱤᱧ ᱵᱩᱡᱷᱟᱣ ᱮᱫᱼᱟ ᱟ, ᱟᱢ ᱥᱟᱸᱣ ᱪᱮᱠᱟᱞᱮᱠᱟ ᱛᱤᱞᱤᱧ ᱧᱟᱯᱟᱢᱟ।
train_santalimale_01149	wavs/train_santalimale_01149.wav	ᱮᱱᱠᱷᱟᱱ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱮ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ ᱮ ᱱᱟᱛᱤ ᱟᱞᱚᱵᱤᱱ ᱞᱟᱡᱟ: ᱟ, ᱱᱮ ᱱᱚᱣᱟ ᱠᱤᱪᱚᱨᱤᱡᱼᱟ ᱤᱧ ᱮᱢᱟᱵᱤᱱ ᱠᱟᱱᱟ, ᱱᱚᱣᱟ ᱛᱮ ᱵᱟᱸᱫᱮᱱ ᱵᱤᱱ।
train_santalimale_01150	wavs/train_santalimale_01150.wav	ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱫᱚ ᱞᱟᱲ ᱛᱮ ᱚᱨᱛᱟᱵᱼᱟ ᱮ ᱫᱷᱩᱛᱤ ᱭᱮᱱᱟ, ᱟᱨ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱫᱚ ᱞᱟᱲ ᱥᱟᱠᱟᱢ ᱛᱮ ᱵᱟᱸᱫᱮᱭᱮᱱᱟᱭ।
train_santalimale_01151	wavs/train_santalimale_01151.wav	ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱥᱟᱸᱣᱚᱠᱤᱱ ᱧᱟᱯᱟᱢ ᱮᱱᱠᱷᱟᱱ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱥᱟᱸᱣᱚᱠᱤᱱ ᱧᱟᱯᱟᱢ ᱮᱱᱟ।
train_santalimale_01152	wavs/train_santalimale_01152.wav	ᱟᱨ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩᱠᱤᱱ ᱜᱚᱰᱼᱟ ᱟᱫᱮᱭᱟ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱯᱤᱞᱪᱩ ᱵᱩᱰᱦᱤ ᱧᱮᱞᱛᱮ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱫᱚ ᱟᱹᱰᱤᱜᱮᱭ ᱠᱩᱥᱤ ᱨᱟᱹᱥᱠᱟᱹ ᱭᱮᱱᱟ।
train_santalimale_01153	wavs/train_santalimale_01153.wav	ᱟᱭᱚᱡᱼᱟ ᱡᱟᱸᱦᱟᱭ ᱠᱷᱚᱡ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ ᱚᱱᱟ ᱫᱚ ᱦᱩᱭ ᱦᱚᱪᱚ ᱠᱮᱫᱟᱭ।
train_santalimale_01154	wavs/train_santalimale_01154.wav	ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱫᱚᱭ ᱵᱟᱵᱼᱟᱞᱟᱠᱟᱫᱼᱟ ᱠᱤᱱᱟ।
train_santalimale_01155	wavs/train_santalimale_01155.wav	ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱨᱮᱱ ᱫᱚ ᱮᱭᱟᱭ ᱠᱚᱲᱟᱹ ᱟᱨ ᱮᱭᱟᱭ ᱠᱩᱲᱤ ᱠᱚ ᱦᱩᱭ ᱮᱱᱟ।
train_santalimale_01156	wavs/train_santalimale_01156.wav	ᱱᱩᱠᱩ ᱠᱚᱲᱟᱹ ᱠᱩᱲᱤ ᱠᱚ ᱫᱚ, ᱯᱤᱞᱪᱩ ᱦᱟᱲᱚᱢ ᱫᱚ ᱠᱚᱲᱟᱹ ᱠᱚ ᱤᱫᱤᱠᱟᱛᱮ ᱥᱩᱸᱰᱚᱠᱩᱡᱼᱟ ᱵᱤᱨᱛᱮ ᱪᱟᱞᱟᱣ ᱮᱱᱟᱭ।
train_santalimale_01157	wavs/train_santalimale_01157.wav	ᱟᱨ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱫᱚ ᱠᱩᱲᱤ ᱠᱚ ᱤᱫᱤ ᱠᱟᱛᱮ ᱠᱷᱟᱸᱰᱨᱟᱭ ᱵᱤᱨ ᱛᱮ ᱥᱟᱠᱟᱢ ᱦᱮᱡᱼᱟ ᱮ ᱨᱤᱭᱟᱣ ᱤᱫᱤᱠᱮᱫᱼᱟ ᱠᱚᱣᱟ।
train_santalimale_01158	wavs/train_santalimale_01158.wav	ᱱᱚᱝᱠᱟ ᱱᱚᱝᱠᱟᱛᱮ ᱵᱚᱭᱦᱟ ᱠᱚᱲᱟᱹ ᱠᱩᱲᱤᱠᱚ ᱧᱮᱯᱮᱞ ᱟᱯᱟᱫᱼᱟ ᱮᱱᱟ, ᱢᱤᱫᱼᱟᱫᱤᱱ ᱫᱚ ᱪᱟᱸᱯᱟᱠᱤᱭᱟ ᱵᱟᱲᱮᱹ ᱫᱟᱨᱮ ᱵᱩᱴᱟᱹ ᱨᱮ ᱠᱚ ᱧᱟᱯᱟᱢ ᱮᱱᱟ।
train_santalimale_01159	wavs/train_santalimale_01159.wav	ᱠᱚᱲᱟᱹ ᱫᱚ ᱠᱚ ᱞᱟᱭᱠᱮᱫᱟ ᱠᱚᱪᱮ ᱠᱟᱸᱲᱣᱟ ᱯᱟᱭᱲᱟᱹ ᱦᱟᱯᱟ, ᱟᱨ ᱠᱩᱰᱤ ᱫᱚ ᱠᱚ ᱞᱟᱹᱭᱠᱮᱫᱟ ᱨᱮᱭᱟᱲᱠᱟᱸᱴᱷᱟ।
train_santalimale_01160	wavs/train_santalimale_01160.wav	ᱮᱱᱠᱷᱟᱱ ᱡᱟᱹᱛ ᱯᱟᱹᱛ ᱵᱟᱝ ᱢᱤᱛᱩᱞᱮᱱ ᱛᱟᱠᱚᱣᱟ।
train_santalimale_01161	wavs/train_santalimale_01161.wav	ᱮᱱᱠᱷᱟᱱ ᱟᱠᱚ ᱟᱠᱚ ᱛᱟᱞᱟᱨᱮ ᱠᱚ ᱵᱟᱵᱼᱟᱞᱟᱭᱮᱱᱟ।
train_santalimale_01162	wavs/train_santalimale_01162.wav	ᱩᱱᱠᱩ ᱨᱮᱱ ᱟᱹᱰᱤᱜᱟᱱ ᱜᱤᱫᱟᱹᱨᱠᱚ ᱦᱩᱭ ᱮᱱᱟ।
train_santalimale_01163	wavs/train_santalimale_01163.wav	ᱢᱮᱱᱟᱠᱚ ᱩᱱᱠᱩ ᱨᱮᱱ ᱵᱚᱸᱥᱚ ᱜᱮ ᱟᱵᱚ ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱫᱚᱵᱚᱱ ᱠᱟᱱᱟ।
train_santalimale_01164	wavs/train_santalimale_01164.wav	ᱟᱵᱚ ᱦᱚᱲ ᱫᱚ ᱠᱷᱮᱨᱣᱟᱲ ᱵᱟᱸᱥᱤ ᱦᱚᱲ ᱠᱟᱱᱟᱵᱚᱸᱱ।
train_santalimale_01165	wavs/train_santalimale_01165.wav	ᱱᱤᱛ ᱫᱚ ᱟᱵᱚ ᱦᱚᱸᱲ ᱫᱚ ᱥᱟᱱᱛᱟᱲ ᱧᱩᱛᱩᱢ ᱛᱮᱵᱚᱱ ᱵᱟᱰᱟᱭᱚ: ᱠᱟᱱᱟ।
train_santalimale_01166	wavs/train_santalimale_01166.wav	ᱠᱟᱛᱷᱟᱭ ᱢᱮᱱᱟᱠᱚ, ᱥᱮᱫᱟᱭ ᱠᱟᱸᱩᱨ ᱫᱤᱥᱚᱢ ᱨᱮ ᱫᱚ ᱜᱮᱞᱵᱟᱨ ᱜᱩᱨᱩᱠᱚ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01167	wavs/train_santalimale_01167.wav	ᱱᱩᱠᱩ ᱜᱮᱞᱵᱟᱨ ᱜᱩᱨᱩ ᱫᱚ, ᱟᱠᱚᱣᱟ: ᱜᱩᱱ ᱵᱤᱨᱫᱟᱹ ᱫᱟᱲᱮᱹᱛᱮ, ᱟᱹᱰᱤ ᱥᱟᱹᱜᱤᱧ ᱥᱟᱸᱜᱤᱧ ᱫᱤᱥᱚᱢᱠᱚ ᱫᱟᱲᱟᱹᱱᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01168	wavs/train_santalimale_01168.wav	ᱚᱠᱚᱭ ᱫᱚ ᱯᱩᱥᱤ ᱪᱤᱱᱛᱮ, ᱚᱠᱚᱭ ᱫᱚ ᱨᱚ ᱪᱤᱱᱛᱮ ᱟᱨ ᱚᱠᱚᱭ ᱫᱚ ᱜᱤᱫᱤ ᱪᱤᱱᱛᱮ।
train_santalimale_01169	wavs/train_santalimale_01169.wav	ᱢᱤᱫᱼᱟᱫᱤᱱᱟ: ᱠᱟᱛᱷᱟ ᱠᱟᱱᱟ, ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱫᱚ ᱜᱤᱫᱤ ᱪᱤᱱᱛᱮ ᱱᱚᱣᱟ ᱚᱛᱮᱫᱼᱟ ᱛᱮ ᱟᱸᱰᱜᱚ ᱦᱮᱡᱼᱟ ᱞᱮᱱᱟᱭ।
train_santalimale_01170	wavs/train_santalimale_01170.wav	ᱚᱛᱮᱫᱼᱟ ᱨᱮ ᱟᱲᱤ ᱫᱤᱱᱮ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01171	wavs/train_santalimale_01171.wav	ᱛᱟᱸᱦᱮᱸ ᱛᱟᱸᱦᱮᱸᱛᱮ ᱦᱚᱲᱢᱚ ᱨᱮᱱᱟ: ᱤᱞᱠᱚ ᱫᱚ ᱜᱷᱟᱠᱠᱟ ᱪᱟᱵᱟᱞᱮᱱᱛᱟᱭᱟ।
train_santalimale_01172	wavs/train_santalimale_01172.wav	ᱚᱱᱟᱛᱮ ᱟᱠᱚ ᱠᱟᱸᱩᱨ ᱫᱤᱥᱚᱢ ᱵᱟᱝᱮ ᱩᱲᱟᱹᱣ ᱨᱩᱣᱟᱹᱰ ᱫᱟᱲᱮᱹᱭᱟᱱᱟ।
train_santalimale_01173	wavs/train_santalimale_01173.wav	ᱮᱱᱠᱷᱟᱱ ᱢᱟᱱᱢᱤ ᱪᱤᱱᱛᱮ ᱜᱚᱴᱟ ᱚᱛᱮᱫᱼᱟ ᱮ ᱫᱟᱸᱲᱟᱹ ᱵᱟᱲᱟᱹᱭ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01174	wavs/train_santalimale_01174.wav	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱫᱟᱸᱲᱟᱹ ᱵᱟᱲᱟᱹᱛᱮ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱛᱮᱠᱚᱣᱟᱷ ᱯᱟᱲ ᱵᱟᱜᱟᱱ ᱥᱮᱫᱼᱟ ᱮ ᱪᱟᱞᱟᱣᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01175	wavs/train_santalimale_01175.wav	ᱯᱟᱲ ᱵᱟᱜᱟᱱ ᱨᱮᱫᱚ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱦᱚᱯᱚᱱ ᱮᱨᱟ ᱦᱤᱥᱤ ᱮ ᱦᱚᱨᱦᱚᱭᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01176	wavs/train_santalimale_01176.wav	ᱦᱤᱥᱤ ᱫᱚ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱨᱮᱱ ᱢᱟᱨᱟᱝ ᱩᱛᱟᱹᱨᱤᱡᱼᱟ ᱜᱤᱫᱨᱟᱹ ᱮ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01177	wavs/train_santalimale_01177.wav	ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱥᱟᱸᱣ ᱦᱤᱥᱤ ᱮ ᱧᱟᱯᱟᱢ ᱮᱱᱠᱷᱟᱱ, ᱟᱠᱚ ᱚᱲᱟᱹ: ᱨᱮ ᱜᱩᱛᱤ ᱛᱟᱸᱦᱮᱸᱱ ᱨᱮᱱᱟ: ᱮ ᱢᱮᱛᱟ: ᱫᱮᱭᱟ।
train_santalimale_01178	wavs/train_santalimale_01178.wav	ᱦᱤᱥᱤ ᱫᱚ ᱟᱠᱚ ᱚᱲᱟᱹ: ᱛᱮ ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱫᱚᱭ ᱤᱫᱤ ᱠᱮᱫᱮᱭᱟ, ᱟᱨ ᱜᱩᱛᱤ ᱠᱚ ᱫᱚᱦᱚ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01179	wavs/train_santalimale_01179.wav	ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱫᱚ ᱜᱩᱛᱤ ᱜᱩᱛᱤ ᱛᱮ ᱟᱹᱰᱤ ᱫᱤᱱ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱛᱮᱠᱚ ᱚᱲᱟᱹ: ᱨᱮᱭ ᱛᱟᱸᱦᱮᱸᱮᱱᱟ ᱟᱨ ᱦᱤᱥᱤ ᱥᱟᱸᱣ ᱮ ᱢᱤᱞᱣᱟᱭᱮᱱᱟ।
train_santalimale_01180	wavs/train_santalimale_01180.wav	ᱢᱤᱞᱣᱟ ᱠᱟᱛᱷᱟ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤᱠᱤᱱ ᱵᱟᱰᱟᱭᱠᱮᱫᱼᱟ ᱠᱷᱟᱱ, ᱵᱟᱵᱼᱟᱞᱟᱠᱟᱫᱼᱟ ᱠᱤᱱᱟᱠᱤᱱ।
train_santalimale_01181	wavs/train_santalimale_01181.wav	ᱟᱨ ᱟᱠᱚᱣᱟᱷ ᱯᱟᱲ ᱵᱟᱜᱟᱱᱨᱮ ᱚᱲᱟᱹ: ᱠᱚ ᱵᱮᱱᱟᱣᱟᱫᱼᱟ ᱠᱤᱱᱟ।
train_santalimale_01182	wavs/train_santalimale_01182.wav	ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱟᱨ ᱦᱤᱥᱤ ᱫᱚ ᱚᱱᱟ ᱯᱟᱲᱵᱟᱜᱟᱱ ᱚᱲᱟᱹ: ᱨᱮᱜᱮᱠᱤᱱ ᱛᱟᱸᱦᱮᱸᱱᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01183	wavs/train_santalimale_01183.wav	ᱚᱸᱰᱮ ᱛᱟᱸᱦᱮᱱ ᱛᱟᱸᱦᱮᱱᱛᱮ ᱱᱟᱨᱚᱥᱤᱸᱜ ᱜᱩᱨᱩ ᱛᱤᱠᱤᱱ ᱨᱮᱱ ᱫᱚ ᱵᱟᱨᱭᱟ ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹ ᱡᱟᱣᱲᱟᱹ ᱛᱤᱠᱤᱱ ᱦᱩᱭ ᱮᱱᱟ, ᱩᱱᱚᱠᱤᱱ ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹ ᱧᱩᱛᱩᱢ ᱫᱚ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱠᱚ ᱫᱚᱦᱚᱞᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01184	wavs/train_santalimale_01184.wav	ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚ ᱠᱟᱭᱚᱡᱼᱟ ᱠᱟᱭᱚᱡᱼᱟ ᱛᱮᱠᱤᱱ ᱦᱟᱨᱟ ᱡᱩᱣᱟᱱ ᱮᱱᱟ।
train_santalimale_01185	wavs/train_santalimale_01185.wav	ᱩᱱᱚᱠᱤᱱ ᱫᱚ, ᱫᱤᱱᱜᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱠᱚᱲᱟᱹ ᱦᱚᱯᱚᱱ, ᱢᱚᱲᱟᱹᱠᱩᱴ ᱢᱟᱲᱜᱷᱟᱴᱤ ᱨᱮ ᱠᱩᱠᱢᱩ ᱛᱮᱠᱤᱱ ᱧᱟᱢᱮᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01186	wavs/train_santalimale_01186.wav	ᱩᱱᱤᱠᱚᱲᱟᱹ ᱫᱚ ᱢᱚᱲᱟᱹᱠᱩᱲ ᱢᱟᱲᱜᱷᱟᱹᱴᱤ ᱨᱮ ᱛᱟᱸᱦᱮᱸᱱᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟᱭ।
train_santalimale_01187	wavs/train_santalimale_01187.wav	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚ ᱧᱤᱫᱟᱜᱮ ᱢᱟᱲᱜᱷᱟᱴᱤ ᱛᱮ ᱠᱤᱱ ᱪᱟᱞᱟᱣᱞᱮᱱᱟ।
train_santalimale_01188	wavs/train_santalimale_01188.wav	ᱚᱸᱰᱮ ᱪᱟᱞᱟᱣ ᱠᱟᱛᱮ ᱧᱮᱞᱮᱭᱟᱠᱤᱱ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱠᱚᱲᱟᱹ ᱦᱚᱯᱚᱱ ᱫᱚ ᱵᱤᱱ ᱵᱚᱥᱛᱚᱨ ᱛᱮᱭ ᱛᱤᱸᱜᱩ ᱟᱠᱟᱱᱟ।
train_santalimale_01189	wavs/train_santalimale_01189.wav	ᱠᱚᱲᱟᱹ ᱥᱟᱸᱣᱚᱠᱤᱱ ᱧᱮᱯᱮᱞ ᱮᱱᱠᱷᱟᱱ ᱟᱹᱰᱤᱠᱤᱱ ᱞᱟᱡᱟᱣ ᱮᱱᱟ।
train_santalimale_01190	wavs/train_santalimale_01190.wav	ᱮᱱᱠᱷᱟᱱ ᱜᱮ ᱩᱱᱤ ᱠᱚᱲᱟᱹᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ, ᱟᱞᱚᱵᱤᱱ ᱞᱟᱡᱟ: ᱟ।
train_santalimale_01191	wavs/train_santalimale_01191.wav	ᱤᱧ ᱫᱚ ᱱᱚᱣᱟ ᱢᱟᱹᱰᱜᱷᱟᱴᱤ ᱨᱮᱱ ᱵᱷᱟᱹᱴᱩ ᱠᱟᱱᱟᱧ।
train_santalimale_01192	wavs/train_santalimale_01192.wav	ᱵᱷᱟᱴᱩ ᱥᱟᱸᱣ ᱧᱮᱯᱮᱞ ᱩᱯᱨᱩᱢ ᱟᱨ ᱡᱟᱹᱛ ᱯᱟᱹᱛᱠᱚ ᱠᱩᱯᱩᱞᱤᱭᱮᱱᱟ।
train_santalimale_01193	wavs/train_santalimale_01193.wav	ᱟᱨ ᱟᱯᱟᱱ ᱟᱯᱤᱱ ᱚᱲᱟᱹ: ᱛᱮ ᱠᱚ ᱨᱩᱣᱟᱹᱲ ᱪᱟᱞᱟᱣ ᱮᱱᱟ।
train_santalimale_01194	wavs/train_santalimale_01194.wav	ᱱᱚᱝᱠᱟ ᱜᱮ ᱫᱤᱱᱟᱢ ᱠᱚ ᱧᱟᱯᱟᱢᱟ ᱢᱚᱲᱟᱹᱠᱩᱲ ᱢᱟᱹᱲᱜᱷᱟᱴᱤ ᱨᱮ।
train_santalimale_01195	wavs/train_santalimale_01195.wav	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱵᱷᱟᱴᱩ ᱫᱚ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱮ ᱢᱮᱛᱟᱠᱤᱱ ᱠᱟᱱᱟ ᱤᱧ ᱫᱚ ᱵᱤᱨᱠᱟᱰᱟ ᱡᱤᱞ ᱡᱚᱢ ᱥᱟᱱᱟᱧ ᱠᱟᱱᱟ, ᱟᱵᱤᱱᱟ: ᱛᱤ ᱛᱮ ᱩᱛᱩ ᱫᱟᱠᱟᱣᱟᱧ ᱵᱤᱱ।
train_santalimale_01196	wavs/train_santalimale_01196.wav	ᱮᱱᱠᱷᱟᱱ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚ ᱵᱤᱨ ᱠᱷᱚᱱ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱵᱤᱨᱠᱟᱠᱲᱟᱹ ᱠᱤᱱ ᱥᱟᱵᱼᱟ ᱟᱹᱜᱩ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01197	wavs/train_santalimale_01197.wav	ᱵᱷᱟᱴᱩ ᱥᱟᱢᱟᱝ ᱨᱮ ᱩᱱᱤ ᱵᱤᱨ ᱠᱟᱠᱲᱟᱹ ᱫᱚ ᱢᱚᱪᱟᱛᱮ ᱥᱟᱞᱚᱮ ᱜᱮᱨ ᱜᱷᱟᱴᱤᱡᱼᱟ ᱠᱮᱫᱮᱭᱟ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ ᱢᱟ ᱞᱤᱧ ᱮᱢᱟᱢ ᱠᱟᱱᱟ ᱵᱤᱨᱠᱟᱰᱟ ᱡᱤᱞ, ᱡᱚᱢᱢᱮ, ᱧᱩᱭᱢᱮ।
train_santalimale_01198	wavs/train_santalimale_01198.wav	ᱱᱤᱭᱟ ᱠᱟᱛᱷᱟ ᱢᱮᱱ ᱢᱩᱪᱟᱹᱛ ᱥᱟᱸᱣᱛᱮ ᱩᱱᱤ ᱠᱚᱲᱟᱹ ᱫᱚ ᱜᱩᱛᱨᱩᱛ ᱥᱮᱛᱟ ᱛᱟᱨᱩᱵᱼᱟ ᱮ ᱵᱮᱱᱟᱣᱜᱚᱫᱼᱟ ᱮᱱᱟ।
train_santalimale_01199	wavs/train_santalimale_01199.wav	ᱛᱟᱨᱩᱵᱼᱟ ᱮ ᱵᱮᱱᱟᱣᱮᱱ ᱠᱷᱟᱱ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚ ᱟᱹᱰᱤ ᱠᱤᱱ ᱫᱩᱞᱟᱹᱲ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01200	wavs/train_santalimale_01200.wav	ᱨᱟᱹᱥᱠᱟᱹ ᱛᱮ ᱥᱟᱱᱟᱢᱠᱚ, ᱚᱱᱟ ᱢᱟᱹᱲᱜᱷᱟᱴᱤ ᱨᱮᱠᱚ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01201	wavs/train_santalimale_01201.wav	ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱛᱟᱭᱚᱢ ᱥᱟᱞᱚ ᱟᱨ ᱯᱟᱞᱚ ᱫᱚ ᱜᱩᱛᱨᱩᱛ ᱥᱮᱛᱟᱠᱤᱱ ᱠᱩᱞᱤ ᱠᱮᱫᱮᱭᱟ ᱟᱢ ᱫᱚ ᱥᱟᱹᱨᱤ ᱥᱟᱹᱨᱤ ᱠᱟᱛᱷᱟ ᱞᱟᱹᱭᱢᱮ, ᱟᱢᱫᱚᱢ ᱚᱠᱚᱭ ᱠᱟᱱᱟ?
train_santalimale_01202	wavs/train_santalimale_01202.wav	ᱜᱩᱛᱨᱩᱛ ᱥᱮᱛᱟᱭ ᱞᱟᱭᱠᱮᱫᱼᱟ ᱟ ᱤᱧ ᱫᱚ ᱵᱷᱟᱴᱩ ᱠᱟᱱᱟᱧ, ᱤᱧ ᱫᱚ ᱱᱚᱣᱟ ᱢᱚᱲᱟᱹᱠᱩᱲ ᱢᱟᱲᱜᱷᱟᱴᱤ ᱨᱮᱜᱮᱧ ᱛᱟᱸᱦᱮᱸᱱᱟ।
train_santalimale_01203	wavs/train_santalimale_01203.wav	ᱟᱞᱮ ᱫᱚ ᱜᱮᱞᱵᱟᱨ ᱵᱚᱭᱦᱟ ᱟᱞᱮ।
