utt_id	wav	dur_s	peak	sr	status	flags	text_olchiki
train_santalimale_01504	train_santalimale_01504.wav	11.69	0.803	48000	PASS	-	ᱩᱱᱤ ᱫᱚ ᱡᱟᱦᱟᱸᱡᱟᱦᱟᱸ ᱨᱮ ᱫᱟᱷ ᱡᱟᱹᱲᱤ ᱦᱩᱭᱩ: ᱟ, ᱱᱟᱯᱟᱭ ᱟᱱᱟᱡᱼᱟ ᱠᱚ ᱪᱟᱥᱵᱟᱥ ᱦᱩᱭᱩ: ᱟ, ᱚᱱᱠᱟ ᱚᱱᱠᱟ ᱛᱮ ᱪᱟᱥᱵᱟᱥ ᱤᱫᱤᱭᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟᱭ।
train_santalimale_01505	train_santalimale_01505.wav	5.02	0.806	48000	PASS	-	ᱚᱱᱟᱛᱮ ᱩᱱᱤ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱟᱹᱰᱤ ᱮ ᱠᱤᱥᱟᱲᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01506	train_santalimale_01506.wav	9.12	0.801	48000	PASS	-	ᱢᱤᱫᱼᱟᱫᱷᱟᱣ ᱚᱱᱠᱟᱜᱮ ᱪᱟᱸᱣᱚᱨᱤᱭᱟ ᱴᱟᱸᱰᱤ ᱨᱮ ᱫᱮᱣᱚᱜᱩᱱ ᱠᱚ ᱪᱟᱥᱵᱟᱥ ᱵᱟᱵᱚᱫᱼᱟᱛᱮ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱠᱚ ᱫᱩᱰᱩᱵᱼᱟ ᱟᱠᱟᱱᱟ।
train_santalimale_01507	train_santalimale_01507.wav	9.97	0.802	48000	PASS	-	ᱩᱱᱡᱚᱦᱚᱷ ᱩᱥᱟᱵ ᱥᱫᱟᱜᱚᱨ ᱨᱮᱱ ᱢᱤᱨᱩᱪᱮᱸᱲᱮᱹ ᱫᱚ ᱩᱱᱠᱩᱣᱟ: ᱠᱟᱛᱷᱟ ᱟᱧᱡᱚᱢ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱛᱮ ᱩᱠᱩ ᱩᱠᱩ ᱛᱮ ᱩᱱᱠᱩ ᱴᱷᱮᱱᱮ ᱪᱟᱞᱟᱣᱞᱮᱱ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ।
train_santalimale_01508	train_santalimale_01508.wav	7.90	0.804	48000	PASS	-	ᱩᱱᱡᱚᱦᱚᱷ ᱩᱱᱠᱩ ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱠᱚ ᱟᱲᱜᱚᱢ ᱵᱷᱤᱸᱛᱟᱲᱠᱟᱛᱮ ᱪᱟᱥ ᱞᱮᱠᱷᱟᱱ ᱱᱟᱯᱟᱭ ᱛᱮ ᱦᱩᱭᱩ: ᱟ।
train_santalimale_01509	train_santalimale_01509.wav	4.13	0.802	48000	PASS	-	ᱱᱚᱣᱟ ᱫᱮᱣᱚᱜᱩᱱ ᱠᱚᱣᱟ: ᱠᱟᱛᱷᱟ ᱢᱤᱨᱩ ᱪᱮᱸᱲᱮᱹ ᱟᱧᱡᱚᱢ ᱠᱮᱫᱼᱟ ᱟᱭ।
train_santalimale_01510	train_santalimale_01510.wav	3.50	0.800	48000	PASS	-	ᱟᱨ ᱟᱭᱚᱡᱼᱟ ᱨᱮᱱ ᱥᱫᱟᱜᱚᱨ ᱮ ᱞᱟᱭ ᱟᱹᱫᱮᱭᱟ।
train_santalimale_01511	train_santalimale_01511.wav	6.24	0.801	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱥᱟᱵ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱟᱲᱜᱚᱢ ᱵᱷᱤᱸᱫᱟᱹᱲᱠᱟᱫᱼᱟ ᱱᱟᱭ।
train_santalimale_01512	train_santalimale_01512.wav	6.69	0.804	48000	PASS	-	ᱥᱟᱨᱤ ᱥᱟᱨᱤ ᱜᱮ ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱫᱚ ᱫᱚᱡᱟᱭᱮᱱᱟ, ᱟᱨ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱟᱹᱸᱠ ᱛᱟᱠᱚ ᱦᱩᱭ ᱮᱱᱟ।
train_santalimale_01513	train_santalimale_01513.wav	14.89	0.807	48000	PASS	-	ᱩᱥᱟᱣ ᱥᱫᱟᱜᱚᱨᱟ ᱪᱟᱥ ᱵᱟᱵᱚᱫᱼᱟᱛᱮ ᱠᱚ ᱵᱟᱰᱟᱭᱠᱮᱫᱼᱟ ᱠᱷᱟᱱ, ᱫᱮᱣᱚᱜᱩᱱ ᱠᱚ ᱫᱚ ᱫᱮᱣᱠᱚᱣᱟ ᱠᱟᱛᱷᱟ ᱩᱥᱟᱵ ᱥᱚᱫᱟᱜᱚᱨ ᱫᱚ ᱚᱠᱚᱭᱮ ᱞᱟᱹᱤ ᱟᱠᱟᱣᱟᱫᱼᱟ ᱫᱮᱭᱟ, ᱚᱱᱟ ᱯᱚᱨᱚᱠ ᱨᱮᱠᱚ ᱛᱟᱸᱦᱮᱸᱮᱱᱟ।
train_santalimale_01514	train_santalimale_01514.wav	7.58	0.806	48000	PASS	-	ᱚᱱᱠᱟᱜᱮ ᱟᱨ ᱦᱚᱸ ᱢᱤᱫᱼᱟᱫᱤᱱ ᱫᱮᱣᱚᱜᱩᱱ ᱠᱚ ᱫᱚ ᱥᱮᱨᱢᱟ ᱯᱩᱨᱤ ᱨᱮ ᱠᱚ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ।
train_santalimale_01515	train_santalimale_01515.wav	6.11	0.806	48000	PASS	-	ᱩᱱᱡᱚᱦᱚᱸ ᱧᱮᱞᱮᱭᱟᱠᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱤᱨᱩᱪᱮᱸᱲᱮᱹ ᱟᱠᱚᱣᱟ: ᱠᱟᱛᱷᱟᱭ ᱟᱧᱡᱚᱢ ᱟᱠᱟᱫᱼᱟ ᱟ।
train_santalimale_01516	train_santalimale_01516.wav	3.65	0.805	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱥᱤᱧᱵᱚᱸᱜᱟ ᱫᱚᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01517	train_santalimale_01517.wav	11.69	0.811	48000	PASS	-	ᱡᱮ ᱱᱮᱥ ᱫᱚ ᱟᱹᱸᱠ ᱟᱛᱟᱨ ᱜᱤᱲᱤᱠᱟᱛᱮ ᱛᱚᱨᱚᱡᱼᱟ ᱠᱚ ᱦᱟᱹᱨᱠᱟᱛᱮ ᱫᱤᱲᱜᱤ ᱨᱮ ᱥᱟᱸᱵᱟᱣᱠᱟ: ᱠᱷᱟᱱ ᱥᱟᱢᱟᱱᱚᱢ ᱥᱚᱱᱟᱜᱮ ᱵᱮᱱᱟ: ᱟ।
train_santalimale_01518	train_santalimale_01518.wav	6.50	0.808	48000	PASS	-	ᱱᱚᱣᱟ ᱠᱟᱛᱷᱟ ᱫᱚ ᱢᱤᱨᱩᱪᱮᱸᱲᱮᱹ ᱮᱲᱮᱹᱭᱮ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱛᱮ ᱥᱤᱧ ᱵᱚᱸᱜᱟ ᱫᱚᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01519	train_santalimale_01519.wav	7.79	0.808	48000	PASS	-	ᱱᱚᱛᱮ ᱢᱤᱨᱩ ᱪᱮᱲᱮᱹ ᱫᱚ ᱱᱚᱣᱟ ᱠᱟᱛᱷᱟ ᱟᱧᱡᱚᱢ ᱥᱟᱸᱣᱛᱮᱜᱮ ᱫᱷᱟᱹᱨᱛᱤ ᱯᱩᱨᱤ ᱛᱮ ᱩᱲᱟᱹᱣ ᱠᱟᱛᱮ ᱜᱩᱛᱤᱠᱚᱭ ᱢᱮᱛᱟ: ᱠᱚᱣᱟ।
train_santalimale_01520	train_santalimale_01520.wav	6.18	0.807	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱢᱤᱨᱩᱣᱟ: ᱠᱟᱛᱷᱟ ᱞᱮᱠᱟᱛᱮ ᱜᱩᱛᱤᱠᱚ ᱫᱚ ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱠᱚ ᱟᱛᱟᱨ ᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01521	train_santalimale_01521.wav	4.86	0.799	48000	PASS	-	ᱥᱮᱸᱜᱮᱞ ᱫᱷᱩᱣᱟ ᱫᱚ ᱜᱚᱴᱟ ᱥᱨᱮᱢᱟ ᱫᱷᱩᱸᱫ ᱜᱮ ᱚᱴᱟᱝ ᱮᱱᱟ।
train_santalimale_01522	train_santalimale_01522.wav	2.65	0.799	48000	PASS	-	ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱫᱚ ᱞᱚ ᱛᱚᱨᱚᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01523	train_santalimale_01523.wav	7.30	0.803	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱠᱩ ᱦᱚᱲ ᱫᱚ ᱛᱚᱨᱚᱡᱼᱟ ᱠᱚ ᱫᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱫᱤᱲᱢᱤ ᱨᱮ ᱠᱚ ᱥᱟᱸᱵᱟᱣᱠᱟᱫᱼᱟ ᱱᱟ।
train_santalimale_01524	train_santalimale_01524.wav	6.54	0.805	48000	PASS	-	ᱢᱤᱫᱼᱟᱫᱷᱟᱲᱤ ᱛᱟᱭᱚᱢ ᱩᱥᱟᱵ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱨᱤᱱ ᱴᱟᱠᱟ ᱥᱤᱫᱤ ᱠᱷᱚᱱᱮ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01525	train_santalimale_01525.wav	5.32	0.805	48000	PASS	-	ᱟᱹᱸᱠ ᱵᱟᱰᱜᱮ ᱨᱮ ᱟᱹᱸᱠ ᱫᱟᱨᱮ ᱵᱟᱸᱱᱩ ᱧᱮᱞᱛᱮ ᱠᱩᱞᱤ ᱠᱮᱫᱼᱟᱠᱚᱣᱟ।
train_santalimale_01526	train_santalimale_01526.wav	14.28	0.808	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱢᱤᱨᱩ ᱪᱮᱸᱰᱮᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ ᱥᱮᱨᱢᱟᱯᱩᱨᱤ ᱨᱮ ᱫᱮᱣᱚᱜᱩᱱ ᱠᱚ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱟᱠᱟᱫᱟ, ᱱᱮᱥ ᱫᱚ ᱟᱹᱸᱠ ᱟᱛᱟᱨ ᱠᱟᱛᱮ ᱛᱚᱨᱚᱡᱼᱟᱛᱮᱫᱼᱟ ᱡᱟᱣᱨᱟ ᱞᱮᱠᱷᱟᱱ ᱥᱚᱱᱟ ᱥᱟᱢᱟᱱᱚᱢ ᱦᱩᱭᱩ: ᱟ।
train_santalimale_01527	train_santalimale_01527.wav	7.00	0.803	48000	PASS	-	ᱚᱱᱟᱛᱮ ᱟᱞᱮ ᱦᱚ ᱟᱹᱸᱠ ᱟᱛᱟᱨ ᱠᱟᱛᱮ ᱛᱚᱨᱚᱡᱼᱟᱛᱮᱫᱼᱟ ᱫᱚ ᱫᱤᱲᱢᱤ ᱨᱮᱞᱮ ᱥᱟᱸᱵᱟᱣ ᱟᱠᱟᱫᱼᱟ ᱟ।
train_santalimale_01528	train_santalimale_01528.wav	12.35	0.806	48000	PASS	-	ᱱᱚᱣᱟ ᱠᱟᱛᱷᱟ ᱟᱧᱡᱚᱢ ᱠᱟᱛᱮ ᱩᱥᱟᱣ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱣᱤᱲᱵᱷᱤ ᱴᱷᱮᱱᱮ ᱪᱟᱞᱟᱣ ᱮᱱᱟ ᱟᱨ ᱮ ᱧᱮᱞᱠᱮᱫᱼᱟ ᱟ ᱥᱟᱨᱤᱜᱮ, ᱟᱹᱸᱠ ᱛᱚᱨᱚᱡᱼᱟ ᱫᱚ ᱫᱤᱲᱢᱤ ᱨᱮ ᱠᱚ ᱫᱚᱦᱚ ᱟᱠᱟᱫᱟ।
train_santalimale_01529	train_santalimale_01529.wav	5.49	0.808	48000	PASS	-	ᱢᱤᱨᱩᱣᱟ: ᱱᱚᱣᱟ ᱠᱟᱹᱢᱤ ᱧᱮᱞᱛᱮ ᱩᱥᱟᱣ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱟᱹᱰᱤ ᱮ ᱨᱟᱹᱜᱤᱭᱮᱱᱟ।
train_santalimale_01530	train_santalimale_01530.wav	2.68	0.803	48000	PASS	-	ᱨᱟᱹᱜᱤ ᱛᱮ ᱢᱤᱨᱩ ᱫᱚᱭ ᱫᱟᱞ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01531	train_santalimale_01531.wav	3.81	0.799	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱢᱤᱨᱩ ᱫᱚ ᱢᱤᱫᱼᱟ ᱰᱚᱸᱰᱮᱠ ᱛᱮᱜᱮᱭ ᱜᱚᱭᱚᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01532	train_santalimale_01532.wav	5.99	0.800	48000	PASS	-	ᱩᱥᱟᱣ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱟᱨ ᱦᱚᱸ ᱛᱤᱲᱢᱤ ᱛᱮ ᱛᱚᱨᱚᱡᱼᱟ ᱧᱮᱞ ᱮ ᱵᱚᱞᱚᱭᱮᱱᱟ।
train_santalimale_01533	train_santalimale_01533.wav	6.48	0.802	48000	PASS	-	ᱧᱮᱞᱟᱸᱭ ᱥᱟᱨᱤ ᱜᱮ ᱟᱹᱸᱠ ᱛᱚᱨᱚᱡᱼᱟ ᱫᱚ ᱥᱟᱢᱟᱱᱚᱢ ᱥᱚᱱᱟ ᱢᱤᱫᱼᱟ ᱫᱤᱲᱢᱤ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ।
train_santalimale_01534	train_santalimale_01534.wav	11.07	0.806	48000	PASS	-	ᱢᱤᱨᱩ ᱪᱮᱲᱮᱹ ᱜᱚᱭᱚᱡᱼᱟ ᱮᱱᱠᱷᱟᱱ, ᱩᱥᱟᱣ ᱥᱫᱟᱜᱚᱨ ᱫᱚ ᱟᱲᱤ ᱮ ᱵᱷᱟᱣᱱᱟᱭᱮᱱᱟ ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱪᱮᱲᱮᱹ ᱫᱚ ᱵᱟᱲᱜᱮ ᱨᱮ ᱤᱫᱤᱠᱟᱛᱮ ᱠᱚ ᱛᱚᱯᱟ ᱠᱟᱫᱮᱭᱟ।
train_santalimale_01535	train_santalimale_01535.wav	5.00	0.799	48000	PASS	-	ᱚᱱᱟ ᱛᱚᱯᱟ ᱴᱷᱟᱝ ᱠᱷᱚᱱ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱤᱨᱩ ᱵᱟᱦᱟ ᱫᱟᱨᱮ ᱚᱢᱚᱱ ᱮᱱᱟ।
train_santalimale_01536	train_santalimale_01536.wav	9.31	0.801	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱠᱟ ᱢᱟᱨᱰᱤ ᱨᱮᱱ ᱵᱟᱦᱩᱠᱚ ᱫᱚ ᱭᱟᱥᱤ ᱨᱮ ᱫᱷᱩᱣ ᱫᱤᱭᱟᱹᱰᱟ ᱵᱟᱹᱛᱤ ᱟᱹᱜᱩ ᱠᱟᱛᱮ ᱠᱚ ᱜᱚᱰ ᱡᱚᱦᱟᱨ ᱠᱮᱫᱟ।
train_santalimale_01537	train_santalimale_01537.wav	5.92	0.799	48000	PASS	-	ᱢᱮᱱᱟᱠᱚ ᱩᱱᱠᱩ ᱢᱟᱨᱰᱤ ᱫᱚ ᱢᱤᱨᱩᱵᱟᱦᱟ ᱢᱟᱨᱰᱤ ᱠᱚ ᱢᱮᱛᱟ: ᱠᱚᱣᱟ।
train_santalimale_01538	train_santalimale_01538.wav	4.96	0.801	48000	PASS	-	ᱩᱱᱠᱷᱚᱱ ᱜᱮ ᱢᱟᱨᱰᱤ ᱠᱩᱲᱤ ᱠᱚ ᱫᱚ ᱢᱤᱨᱩ ᱵᱟᱦᱟ ᱫᱚ ᱵᱟᱝᱠᱚ ᱡᱚᱴᱮᱫᱼᱟ ᱟ।
train_santalimale_01539	train_santalimale_01539.wav	8.14	0.802	48000	PASS	-	ᱢᱮᱱᱟᱠᱚ ᱥᱮᱫᱟᱭ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱟᱨ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱫᱚ ᱟᱠᱤᱱ ᱜᱮ ᱵᱚᱭᱦᱟ ᱠᱚᱲᱟᱹᱠᱩᱲᱤᱠᱤᱱ ᱵᱟᱵᱼᱟᱞᱟᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01540	train_santalimale_01540.wav	5.04	0.805	48000	PASS	-	ᱩᱱᱚᱠᱤᱱ ᱨᱮᱱ ᱫᱚ ᱮᱭᱟᱭ ᱠᱚᱲᱟᱹ ᱟᱨ ᱮᱭᱟᱭ ᱠᱩᱲᱤ ᱠᱚ ᱦᱩᱭᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ।
train_santalimale_01541	train_santalimale_01541.wav	14.79	0.803	48000	PASS	-	ᱡᱮᱛᱮ ᱠᱷᱚᱱ ᱢᱟᱲᱟᱹᱝ ᱛᱮ ᱡᱟᱦᱟᱸᱭ ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹᱭ ᱡᱟᱱᱟᱢ ᱞᱮᱱᱟ ᱩᱱᱤ ᱫᱚ ᱟᱛᱱᱟ ᱥᱟᱠᱟᱢ ᱪᱮᱛᱟᱱ ᱨᱮ ᱦᱚᱵᱚᱨ ᱠᱟᱛᱮ ᱮᱭᱟᱭ ᱢᱟᱦᱟ ᱨᱮᱠᱤᱱ ᱪᱷᱟᱹᱴᱭᱟᱹᱨᱞᱮᱫᱮᱭᱟ, ᱟᱨ ᱦᱤᱥᱤ ᱢᱮᱱᱛᱮᱠᱤᱱ ᱧᱩᱛᱩᱢ ᱞᱮᱫᱮᱭᱟ।
train_santalimale_01542	train_santalimale_01542.wav	10.09	0.805	48000	PASS	-	ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱛᱤᱠᱤᱱ ᱫᱚ ᱟᱠᱤᱱ ᱨᱮᱱ ᱜᱤᱫᱨᱟᱹᱠᱚ ᱟᱛᱮ ᱪᱟᱹᱭ ᱪᱟᱢᱯᱟ ᱪᱤᱨᱩᱱᱟᱜᱚᱨ ᱨᱮ ᱪᱟᱥᱵᱟᱥ ᱠᱟᱛᱮ ᱠᱤᱱ ᱟᱥᱩᱞᱚᱷ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01543	train_santalimale_01543.wav	7.20	0.802	48000	PASS	-	ᱪᱟᱥᱵᱟᱥ ᱫᱚ ᱜᱟᱰᱟ ᱫᱷᱟᱨᱮ ᱨᱮ ᱤᱲᱤ ᱜᱩᱸᱫᱞᱤ ᱟᱨ ᱮᱨᱵᱟᱠᱚ ᱠᱚ ᱪᱟᱥᱵᱟᱥ ᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01544	train_santalimale_01544.wav	6.77	0.812	48000	PASS	-	ᱚᱱᱟ ᱯᱟᱲᱵᱟᱜᱟᱱ ᱛᱮ ᱫᱚ ᱢᱟᱨᱟᱝ ᱜᱤᱫᱨᱟᱹ ᱦᱤᱥᱤᱜᱮ ᱦᱚᱨᱦᱚᱸ ᱫᱚᱭ ᱪᱟᱞᱟ: ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01545	train_santalimale_01545.wav	13.65	0.806	48000	PASS	-	ᱢᱮᱱᱠᱷᱟᱱ ᱚᱱᱟ ᱯᱟᱲ ᱵᱟᱜᱟᱱ ᱨᱮ ᱫᱚ ᱫᱤᱱᱟᱢ ᱜᱮ ᱧᱤᱫᱟ ᱵᱮᱲᱟᱹ ᱠᱷᱟᱱᱜᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱟᱨ ᱦᱚᱯᱚᱱ ᱫᱚ ᱵᱷᱟᱜᱤ ᱞᱮᱠᱟ ᱤᱲᱤ, ᱮᱨᱵᱟ, ᱜᱩᱸᱫᱞᱤ ᱡᱚᱢᱚᱠᱤᱱ ᱯᱟᱨᱠᱟᱣᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ।
train_santalimale_01546	train_santalimale_01546.wav	9.72	0.802	48000	PASS	-	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱯᱤᱞᱪᱩ ᱵᱩᱲᱦᱤ ᱦᱚᱯᱚᱱ ᱮᱨᱟ ᱦᱤᱥᱤ ᱫᱚ, ᱚᱲᱟᱹ: ᱨᱮ, ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱪᱟᱥᱵᱟᱥ ᱡᱚᱢ ᱨᱮᱭᱟᱷ ᱠᱟᱛᱷᱟᱭ ᱞᱟᱹᱤ ᱟᱫᱼᱟᱠᱚᱣᱟ।
train_santalimale_01547	train_santalimale_01547.wav	5.57	0.800	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱚᱠᱩ ᱫᱚ ᱯᱟᱲ ᱫᱷᱟᱨᱮ ᱫᱷᱟᱨᱮ ᱛᱮ ᱥᱩᱞᱟᱠ ᱠᱚ ᱵᱤᱫᱼᱟᱠᱟᱫᱼᱟ ᱱᱟ।
train_santalimale_01548	train_santalimale_01548.wav	6.03	0.803	48000	PASS	-	ᱡᱟᱣ ᱫᱤᱱ ᱞᱮᱠᱟ ᱜᱮ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱫᱚ ᱤᱲᱤ ᱜᱩᱸᱫᱞᱤ ᱡᱚᱢ ᱮ ᱟᱸᱲᱜᱚ ᱦᱮᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01549	train_santalimale_01549.wav	6.36	0.800	48000	PASS	-	ᱯᱟᱲ ᱵᱟᱜᱟᱱ ᱛᱮ ᱫᱚᱱ ᱯᱟᱨᱚᱢᱚ: ᱡᱚᱦᱚᱸ: ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱫᱚ ᱥᱩᱞᱟᱠ ᱛᱮᱭ ᱵᱷᱚᱥᱟᱭᱮᱱᱟ।
train_santalimale_01550	train_santalimale_01550.wav	11.51	0.801	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱛᱚ ᱥᱩᱞᱟᱠ ᱚᱨ ᱵᱚᱭᱚᱡᱼᱟ ᱠᱟᱛᱮ, ᱥᱟᱹᱞ ᱜᱟᱹᱰᱭᱟ ᱥᱮᱫᱼᱟ ᱮ ᱫᱟᱹᱲᱠᱮᱫᱼᱟ ᱟ, ᱦᱚᱯᱚᱱ ᱫᱚ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱛᱟᱭᱚᱢ ᱛᱟᱭᱚᱢᱛᱮᱭ ᱫᱟᱹᱲᱠᱮᱫᱼᱟᱟ।
train_santalimale_01551	train_santalimale_01551.wav	5.68	0.803	48000	PASS	-	ᱢᱮᱱᱠᱷᱟᱱ ᱮᱸᱜᱟ ᱟᱨ ᱦᱚᱯᱚᱱ ᱫᱚ ᱚᱱᱟ ᱥᱟᱹᱞᱜᱟᱲᱭᱟ ᱨᱮᱠᱤᱱ ᱟᱯᱟᱫᱼᱟ ᱮᱱᱟ।
train_santalimale_01552	train_santalimale_01552.wav	8.50	0.803	48000	PASS	-	ᱢᱩᱨᱩᱢ ᱦᱚᱯᱚᱱ ᱥᱟᱨᱟᱢ ᱫᱚ ᱥᱤᱧ ᱵᱤᱨ ᱥᱮᱫᱼᱟ ᱮ ᱫᱟᱹᱲ ᱠᱮᱫᱼᱟ ᱟ, ᱟᱨ ᱮᱸᱜᱟ ᱫᱚ ᱢᱟᱱᱚᱵᱤᱨ ᱥᱮᱫᱼᱟ ᱮ ᱫᱟᱹᱲᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01553	train_santalimale_01553.wav	4.33	0.803	48000	PASS	-	ᱛᱟᱭᱚᱢ ᱛᱮ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱫᱚ ᱥᱟᱦᱟᱨ ᱵᱮᱲᱟᱹ ᱨᱮᱭ ᱜᱚᱭᱚᱡᱼᱟ ᱮᱱᱟ।
train_santalimale_01554	train_santalimale_01554.wav	8.22	0.806	48000	PASS	-	ᱢᱩᱨᱩᱢ ᱦᱚᱯᱚᱱ ᱥᱟᱨᱟᱢ ᱫᱚ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩᱣᱟ: ᱫᱟᱭᱟ ᱛᱮ ᱥᱤᱧ ᱵᱤᱨ ᱨᱮᱱᱟ: ᱥᱤᱛᱟᱹᱱᱟᱞᱟ ᱨᱮ ᱢᱟᱱᱢᱤ ᱮ ᱵᱮᱱᱟᱣ ᱮᱱᱟ।
train_santalimale_01555	train_santalimale_01555.wav	6.94	0.804	48000	PASS	-	ᱦᱟᱱᱛᱮ ᱯᱤᱞᱪᱩ ᱦᱟᱲᱟᱹᱢ ᱵᱩᱲᱦᱤ ᱨᱮᱱ ᱜᱮᱞᱵᱟᱨ ᱦᱚᱯᱚᱱ ᱠᱚ ᱫᱚ ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱯᱟᱱᱛᱮ ᱠᱚ ᱞᱟᱹᱜᱟᱣ ᱮᱱᱟ।
train_santalimale_01556	train_santalimale_01556.wav	4.07	0.800	48000	PASS	-	ᱢᱩᱨᱩᱢ ᱮᱸᱜᱟ ᱫᱚ ᱥᱟᱦᱟᱨ ᱵᱮᱲᱟᱹ ᱨᱮᱠᱚ ᱧᱟᱢ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01557	train_santalimale_01557.wav	4.55	0.811	48000	PASS	-	ᱮᱱᱠᱷᱟᱱ ᱜᱮᱞᱵᱟᱨ ᱦᱚᱯᱚᱱ ᱫᱚ ᱩᱱᱤ ᱠᱚ ᱜᱮᱫᱼᱟ ᱠᱮᱫᱮᱭᱟ।
