train_santalimale_01612	ᱥᱮᱸᱫᱨᱟᱠᱷᱚᱱ ᱨᱩᱣᱟᱹᱲ ᱦᱮᱡᱼᱟᱠᱟᱛᱮ, ᱛᱤ ᱡᱟᱸᱜᱟᱠᱚ ᱟᱹᱨᱩᱯ ᱠᱟᱛᱮ ᱫᱟᱠᱟ ᱠᱚ ᱡᱚᱢᱚᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01613	ᱤᱱᱟ ᱦᱤᱞᱚ: ᱫᱚ ᱢᱩᱱᱜᱟ ᱟᱲᱟᱹᱷ ᱩᱛᱩ ᱟᱹᱰᱤ ᱥᱤᱵᱤᱞᱠᱮᱫᱼᱟ ᱠᱚᱣᱟ।
train_santalimale_01614	ᱮᱱᱠᱷᱟᱱ ᱢᱩᱱᱜᱟ ᱟᱲᱟᱹ: ᱥᱤᱵᱤᱞ ᱟᱠᱟᱱ ᱨᱮᱱᱟᱷ ᱠᱟᱛᱷᱟᱠᱚ ᱠᱩᱞᱤ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01615	ᱩᱱᱡᱚᱦᱚ: ᱩᱱᱤ ᱠᱩᱲᱤ ᱜᱤᱫᱨᱟᱹ ᱫᱚᱭ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01616	ᱮᱱᱟᱝ ᱢᱩᱱᱜᱟ ᱟᱲᱟᱹ ᱜᱮᱫᱼᱟ ᱮᱫᱼᱟ ᱡᱚᱦᱚ: ᱛᱤ ᱠᱟᱴᱩᱯ: ᱤᱧ ᱜᱮᱫᱼᱟᱮᱱᱟ, ᱟᱨ ᱠᱟᱴᱩᱵᱼᱟ ᱢᱟᱭᱟᱝ ᱢᱮᱥᱟ ᱟᱠᱟᱱ ᱛᱮ ᱛᱮᱦᱮᱧ ᱢᱩᱱᱜᱟ ᱟᱲᱟᱹ: ᱩᱛᱩ ᱥᱤᱵᱤᱞᱮᱫᱼᱟ ᱯᱮᱭᱟ।
train_santalimale_01617	ᱤᱱᱟᱠᱚ ᱜᱟᱯᱟᱞ ᱢᱟᱨᱟᱣ ᱠᱟᱛᱮ ᱩᱱᱠᱩ ᱮᱭᱟᱭ ᱵᱚᱭᱦᱟ ᱫᱚ ᱫᱟᱠᱟ ᱩᱛᱩ ᱡᱚᱢ ᱠᱟᱛᱮ ᱠᱚ ᱩᱴᱷᱟᱣ ᱮᱱᱟ।
train_santalimale_01618	ᱢᱤᱫᱼᱟᱫᱷᱟᱲᱤ ᱛᱟᱭᱚᱢ ᱩᱱᱠᱩ ᱮᱭᱟᱭ ᱵᱚᱭᱦᱟᱠᱚ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ, ᱦᱚᱯᱚᱱ ᱢᱟᱤᱭᱟ ᱢᱟᱭᱟᱝ ᱜᱮ ᱱᱩᱱᱟ: ᱥᱤᱵᱤᱞᱟ, ᱮᱱᱠᱷᱟᱱ ᱟᱭᱚᱡᱼᱟ ᱫᱚ ᱛᱤᱱᱟ: ᱪᱚᱭ ᱥᱤᱵᱤᱞᱟ।
train_santalimale_01619	ᱱᱩᱤ ᱫᱚᱵᱚᱱ ᱜᱚᱡᱮᱭᱟ ᱟᱨ ᱵᱚᱱ ᱡᱚᱢᱮᱭᱟ।
train_santalimale_01620	ᱢᱮᱱᱠᱷᱟᱱ ᱦᱩᱰᱤᱧ ᱩᱛᱟᱨᱤᱡᱼᱟ ᱵᱚᱭᱦᱟ ᱟᱭᱚᱡᱼᱟ ᱨᱮᱱ ᱢᱤᱥᱮᱨᱟ ᱜᱚᱭᱚᱡᱼᱟ ᱫᱚ ᱵᱟᱭ ᱨᱮᱵᱮᱱ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01621	ᱢᱮᱱᱠᱷᱟᱱ ᱥᱟᱸᱜᱮ ᱵᱚᱭᱦᱟᱣᱟ: ᱠᱟᱛᱷᱟ ᱵᱟᱭᱜᱮᱫᱼᱟ ᱫᱟᱲᱮᱹᱭᱟ: ᱱᱟ।
train_santalimale_01622	ᱫᱚᱥᱟᱨ ᱦᱤᱞᱚᱷ ᱩᱱᱤ ᱢᱤᱥᱮᱨᱟᱛᱟᱠᱚ ᱫᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱯᱩᱠᱷᱨᱤ ᱞᱟᱛᱟᱨ ᱵᱟᱹᱫᱨᱮ ᱠᱚ ᱤᱫᱤ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01623	ᱟᱨ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱜᱩᱣᱟ ᱫᱟᱨᱮ ᱨᱮ ᱠᱚ ᱫᱮᱡᱼᱟ ᱴᱷᱮᱞᱟᱣ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01624	ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱢᱤᱢᱤᱫᱼᱟ ᱵᱚᱭᱦᱟ ᱛᱮᱠᱚ ᱛᱩᱧ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01625	ᱢᱮᱱᱠᱷᱟᱱ ᱚᱠᱚᱭ ᱦᱚᱸ ᱵᱟᱝᱠᱚ ᱛᱩᱧ ᱜᱚᱭᱚᱡᱼᱟ ᱫᱟᱲᱮᱹ ᱟᱫᱮᱭᱟ।
train_santalimale_01626	ᱢᱮᱱᱠᱷᱟᱱ ᱦᱩᱰᱤᱧ ᱵᱚᱭᱦᱟ ᱩᱱᱤ ᱫᱚ ᱟᱭᱚᱡᱼᱟ ᱨᱮᱱ ᱢᱤᱥᱮᱨᱟ ᱵᱟᱝ ᱛᱩᱧ ᱜᱚᱭᱚᱡᱼᱟ ᱥᱟᱱᱟᱭ ᱠᱟᱱᱟ।
train_santalimale_01627	ᱚᱱᱟ ᱟᱲᱤᱹᱥ ᱛᱮ ᱮᱴᱟ ᱥᱮᱫᱼᱟ ᱮ ᱛᱩᱧᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01628	ᱢᱮᱱᱠᱷᱟᱱ ᱥᱟᱨ ᱫᱚ ᱟᱹᱪᱩᱨ ᱦᱮᱡᱼᱟ ᱠᱟᱛᱮ ᱦᱚᱯᱚᱱ ᱢᱟᱤ ᱮ ᱵᱟᱡᱟᱣᱮᱱᱟ ᱟᱨ ᱫᱟᱨᱮᱠᱷᱚᱱ ᱧᱩᱨ ᱠᱟᱛᱮ ᱜᱚᱭᱚᱡᱼᱟ ᱮᱱᱟᱭ।
train_santalimale_01629	ᱩᱱᱤ ᱨᱮᱱ ᱛᱩᱨᱩᱤ ᱵᱚᱭᱦᱟ ᱫᱚ ᱟᱲᱤ ᱠᱚ ᱠᱩᱥᱤᱭᱮᱱᱟ।
train_santalimale_01630	ᱠᱷᱟᱱ ᱟᱠᱚ ᱨᱮᱱ ᱢᱤᱥᱮᱨᱟ ᱫᱚ ᱯᱩᱠᱷᱨᱤ ᱛᱮ ᱤᱫᱤᱠᱟᱛᱮ ᱠᱚ ᱜᱮᱫᱼᱟ ᱠᱩᱴᱤ ᱠᱮᱫᱮᱭᱟ ᱟᱨ ᱠᱚ ᱩᱛᱩ ᱭᱮ ᱠᱟᱱᱟ।
train_santalimale_01631	ᱩᱱᱡᱚᱦᱚ: ᱦᱩᱰᱤᱧ ᱠᱚᱲᱟᱹ ᱫᱚ ᱟᱦᱟᱨ ᱟᱲᱮᱹ ᱨᱮ ᱫᱩᱰᱩᱵᱼᱟ ᱠᱟᱛᱮ ᱨᱟᱜᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟᱭ।
train_santalimale_01632	ᱦᱩᱰᱤᱧ ᱵᱚᱭᱦᱟ ᱨᱟ: ᱟᱧᱡᱚᱢᱠᱟᱛᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱦᱟᱠᱩ ᱟᱨ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱠᱟᱴᱠᱚᱢ ᱟᱦᱟᱨ ᱠᱷᱚᱱᱚᱠᱤᱱ ᱚᱰᱚᱝ ᱮᱱᱟ।
train_santalimale_01633	ᱟᱨ ᱟᱡᱟ: ᱨᱟ: ᱨᱮᱱᱟᱷ ᱠᱟᱛᱷᱟ ᱠᱤᱱ ᱠᱩᱞᱤ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01634	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱜᱤᱫᱨᱟᱹ ᱮ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ ᱤᱧ ᱨᱮᱱ ᱫᱟᱫᱟ ᱛᱮᱠᱚ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱢᱤᱥᱮᱨᱟ ᱠᱚ ᱛᱩᱧ ᱜᱚᱭᱚᱡᱼᱟ ᱦᱚᱪᱚ ᱣᱟᱠᱟᱫᱼᱟ ᱫᱤᱧᱟ।
train_santalimale_01635	ᱱᱤᱫᱼᱟ ᱫᱚᱠᱚ ᱩᱛᱩᱭᱮᱠᱟᱱᱟ, ᱟᱨ ᱤᱧ ᱦᱚᱸ ᱢᱤᱥᱮᱨᱟᱣᱟ: ᱡᱤᱞ ᱠᱚ ᱡᱚᱢ ᱦᱚᱪᱚ ᱤᱧᱟ, ᱚᱱᱟ ᱞᱟᱹᱜᱤᱛ ᱤᱧ ᱨᱟᱜᱮ ᱟ।
train_santalimale_01636	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱚᱠᱤᱱ ᱦᱟᱠᱩ ᱟᱨ ᱠᱟᱴᱠᱚᱢ ᱠᱤᱱ ᱢᱮᱱᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01637	ᱟᱞᱚᱢ ᱨᱟᱜᱟᱷ, ᱟᱢ ᱫᱚ ᱟᱢᱨᱮᱱ ᱢᱤᱥᱮᱨᱟ ᱵᱚᱫᱚᱞ ᱛᱮ ᱟᱹᱞᱤᱧ ᱡᱚᱢ ᱞᱤᱧᱢᱮ, ᱟᱠᱚ ᱡᱤᱞᱠᱚ ᱡᱚᱢ ᱡᱚᱦᱚ: ᱟᱢ ᱫᱚ ᱦᱟᱠᱩ ᱡᱤᱞ ᱡᱚᱢᱢᱮ।
train_santalimale_01638	ᱟᱨ ᱟᱠᱚ ᱡᱟᱝ ᱠᱚ ᱡᱚᱢ ᱡᱚᱦᱚ: ᱟᱢ ᱫᱚ ᱠᱟᱴᱠᱚᱢ ᱡᱤᱞ ᱡᱚᱢᱢᱮ।
train_santalimale_01639	ᱦᱟᱠᱩ ᱟᱨ ᱠᱟᱴᱟᱠᱚᱢᱣᱟ: ᱠᱟᱛᱷᱟ ᱛᱮ ᱩᱱᱤ ᱦᱩᱰᱤᱧ ᱵᱚᱭᱦᱟ ᱫᱚ ᱦᱟᱠᱩ ᱟᱨ ᱠᱟᱴᱠᱚᱢ ᱮ ᱨᱟᱯᱟ: ᱠᱮᱫᱼᱟ ᱠᱤᱱᱟ ᱟᱨ ᱥᱟᱠᱟᱢ ᱨᱮ ᱨᱮᱫᱼᱟ ᱠᱟᱛᱮ ᱰᱟᱸᱰᱟ ᱨᱮᱭ ᱫᱚᱦᱚᱠᱟᱫᱼᱟ ᱠᱤᱱᱟ।
train_santalimale_01640	ᱦᱩᱰᱤᱧ ᱢᱟᱤᱭᱟ: ᱡᱤᱞ ᱩᱛᱩ ᱤᱥᱤᱱ ᱮᱱᱠᱷᱟᱱ, ᱡᱮᱛᱮ ᱵᱚᱭᱦᱟ ᱯᱟᱱᱛᱮ ᱛᱮ ᱠᱚ ᱫᱩᱰᱯᱚᱮᱱᱟ, ᱟᱨ ᱡᱤᱞ ᱩᱛᱩ ᱦᱟᱹᱴᱤᱧ ᱠᱟᱛᱮ ᱡᱚᱡᱚᱢ ᱠᱚ ᱮᱭᱦᱚᱵᱼᱟ ᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01641	ᱦᱩᱰᱤᱧ ᱵᱚᱭᱦᱟ ᱫᱚ ᱟᱭᱚᱪ, ᱨᱮᱱ ᱫᱟᱫᱟ ᱛᱮᱠᱚ ᱚᱠᱟᱞᱮᱠᱟ ᱠᱚ ᱡᱚᱢᱮᱫᱼᱟ ᱟ ᱚᱱᱠᱟᱜᱮ ᱟᱭᱚᱡᱼᱟ ᱦᱚᱸᱭ ᱡᱚᱢᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01642	ᱦᱩᱲᱤᱹᱧ ᱢᱟᱤᱭᱟ ᱡᱤᱞ ᱩᱛᱩ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱵᱩᱱᱩᱢ ᱨᱮ ᱤᱫᱤ ᱠᱟᱛᱮᱭ ᱛᱚᱯᱟᱠᱟᱫᱼᱟᱱᱟ।
train_santalimale_01643	ᱠᱤᱪᱷᱩ ᱫᱤᱱ ᱛᱟᱭᱚᱢ ᱚᱱᱟ ᱵᱩᱱᱩᱢ ᱛᱚᱯᱟ ᱠᱷᱚᱱ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱟᱫᱼᱟ ᱫᱟᱨᱮ ᱚᱢᱚᱱ ᱮᱱᱟ।
train_santalimale_01644	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱢᱤᱫᱼᱟᱴᱩᱰᱩ ᱠᱚᱲᱟᱹ ᱫᱚ ᱛᱤᱨᱭᱚ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱛᱮ ᱚᱱᱟ ᱢᱟᱫᱼᱟ ᱫᱟᱨᱮ ᱢᱟ: ᱟᱹᱜᱩ ᱠᱮᱫᱼᱟ ᱟᱭ।
train_santalimale_01645	ᱟᱨ ᱛᱤᱨᱭᱚ ᱮ ᱵᱮᱱᱟᱣ ᱠᱮᱫᱼᱟ ᱟ।
train_santalimale_01646	ᱩᱱᱤ ᱴᱩᱰᱩ ᱠᱚᱲᱟᱹ ᱫᱚ ᱫᱤᱱᱟᱹᱢᱜᱮ ᱚᱱᱟ ᱯᱩᱠᱷᱨᱤ ᱞᱟᱛᱟᱨ ᱨᱮ ᱜᱟᱹᱭ ᱰᱟᱸᱜᱨᱟ ᱜᱩᱯᱤ ᱮ ᱪᱟᱞᱟ: ᱛᱟᱸᱦᱮᱸᱱ।
train_santalimale_01647	ᱢᱤᱫᱼᱟᱫᱤᱱ ᱫᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱠᱟᱦᱩ ᱪᱮᱲᱮᱹ ᱠᱟ: ᱠᱟ: ᱨᱟᱜᱮᱫᱼᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟᱭ।
train_santalimale_01648	ᱞᱟᱹᱜᱟ ᱵᱟᱰᱟᱭᱮ ᱠᱟᱱ ᱨᱮ ᱦᱚᱸ ᱩᱱᱤ ᱠᱟᱦᱩ ᱫᱚ ᱵᱟᱝᱮ ᱧᱤᱨ ᱠᱟᱱᱟ।
train_santalimale_01649	ᱮᱱᱠᱷᱟᱱ ᱩᱱᱤ ᱦᱮᱢᱚᱵᱨᱚᱢ ᱠᱚᱲᱟᱹ ᱫᱚ ᱨᱟᱹᱜᱤ ᱛᱮ ᱛᱤᱨᱭᱚ ᱛᱮᱭ ᱫᱟᱨᱩᱲ ᱠᱮᱫᱮᱭᱟ।
train_santalimale_01650	ᱡᱮᱢᱚᱱ ᱜᱮ ᱛᱤᱨᱭᱚ ᱮ ᱫᱟᱨᱩᱲ ᱞᱮᱫᱼᱟᱟ, ᱛᱮᱢᱚᱱ ᱜᱮ ᱛᱤᱨᱭᱚ ᱠᱷᱚᱱ ᱫᱚ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱟᱹᱰᱤ ᱪᱮᱦᱨᱟ ᱠᱩᱲᱤ ᱮ ᱵᱮᱱᱟᱣᱮᱱᱟ।
train_santalimale_01651	ᱩᱱᱤ ᱠᱩᱲᱤ ᱫᱚ ᱴᱩᱰᱩ ᱠᱚᱲᱟᱹ ᱥᱩᱨ ᱦᱮᱡᱼᱟ ᱠᱟᱛᱮ ᱟᱭᱟ: ᱢᱟᱨᱮ ᱠᱟᱛᱷᱟ ᱮ ᱞᱟᱹᱤᱠᱮᱫᱼᱟ ᱟ ᱡᱮ ᱤᱧ ᱫᱚ ᱦᱮᱢᱚᱵᱨᱚᱢ ᱯᱟᱹᱨᱤᱥ ᱠᱚ ᱨᱮᱱ ᱮᱭᱟᱭ ᱵᱚᱭᱦᱟ ᱨᱮᱱ ᱮᱠᱟ ᱵᱚᱦᱤᱱ ᱠᱟᱱᱟᱧ।
train_santalimale_01652	ᱤᱧ ᱨᱮᱱ ᱫᱟᱫᱟ ᱛᱮ ᱠᱚ ᱤᱧᱠᱚ ᱛᱩᱧ ᱜᱚᱡᱼᱟ ᱠᱟᱛᱮ ᱠᱚ ᱡᱚᱢ ᱟᱠᱟᱫᱼᱟ ᱫᱤᱧᱟ, ᱤᱧ ᱫᱚ ᱦᱩᱰᱤᱧ ᱩᱛᱟᱨᱤᱡᱼᱟ ᱦᱮᱢᱚᱵᱨᱚᱢ ᱵᱚᱭᱦᱟ ᱨᱮᱱ ᱡᱚᱢ ᱥᱟᱨᱮᱡᱼᱟ ᱦᱮᱢᱚᱵᱨᱚᱢ ᱠᱩᱲᱤ ᱠᱟᱱᱟᱧ।
train_santalimale_01653	ᱤᱧ ᱫᱚ ᱟᱢ ᱥᱟᱣ ᱵᱟᱵᱼᱟᱞᱟ ᱟᱧ।
train_santalimale_01654	ᱦᱮᱢᱚᱵᱨᱚᱢ ᱠᱩᱲᱤᱭᱟ: ᱠᱟᱛᱷᱟ ᱟᱧᱡᱚᱢ ᱠᱟᱛᱮ ᱴᱩᱰᱩ ᱠᱚᱲᱟᱹ ᱪᱮᱫᱼᱟ ᱦᱚᱸ ᱵᱟᱭ ᱢᱮᱱᱞᱮᱫᱼᱟ ᱟ।
train_santalimale_01655	ᱴᱩᱲᱩᱹ ᱠᱚᱲᱟᱹ ᱫᱚ ᱦᱮᱢᱚᱵᱨᱚᱢ ᱠᱩᱲᱤ ᱤᱫᱤ ᱠᱟᱛᱮ ᱟᱠᱚ ᱚᱲᱟᱹᱷ ᱞᱩᱤ ᱵᱟᱲᱤ ᱞᱩᱠᱩᱤ ᱵᱟᱲᱤ ᱛᱮᱠᱤᱱ ᱪᱟᱞᱟᱣ ᱮᱱᱟ।
train_santalimale_01656	ᱢᱮᱱᱟᱠᱚ ᱩᱱᱤ ᱴᱩᱰᱩ ᱠᱚᱲᱟᱹ ᱨᱮᱱ ᱵᱚᱸᱥᱚ ᱠᱚ ᱜᱮ ᱡᱟᱹᱫᱼᱟ ᱴᱩᱰᱩ ᱠᱷᱤᱞᱤ ᱠᱚ ᱧᱟᱢ ᱟᱠᱟᱫᱼᱟ ᱟ।
train_santalimale_01657	ᱢᱮᱱᱟᱠᱚ ᱥᱮᱫᱟᱭ ᱱᱚᱣᱟ ᱥᱤᱧ ᱚᱫᱼᱟ ᱵᱷᱟᱨᱚᱛ ᱫᱤᱥᱚᱢ ᱛᱮ ᱵᱚᱞᱚᱱ ᱞᱟᱹᱜᱤᱫᱼᱟ ᱫᱚ ᱵᱟᱨᱭᱟ ᱫᱩᱣᱟᱹᱨ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01658	ᱚᱱᱟ ᱫᱩᱣᱟᱹᱨ ᱠᱤᱱᱟ: ᱧᱩᱛᱩᱢ ᱫᱚ ᱠᱷᱮᱞ ᱫᱩᱣᱟᱹᱨ ᱟᱨ ᱵᱟᱸᱦᱤ ᱫᱩᱣᱟᱹᱨ।
train_santalimale_01659	ᱱᱮᱛᱟᱨ ᱫᱚ ᱱᱚᱣᱟ ᱫᱩᱣᱟᱹᱨ ᱠᱤᱱ ᱫᱚ ᱠᱷᱚᱤᱵᱟᱨ ᱯᱟᱥ ᱟᱨ ᱵᱩᱞᱟᱱ ᱯᱟᱥ ᱠᱚ ᱢᱮᱛᱟ: ᱠᱟᱱᱟ।
train_santalimale_01660	ᱱᱚᱣᱟ ᱫᱩᱣᱟᱹᱨ ᱛᱮᱜᱮ ᱮᱴᱟ: ᱫᱤᱥᱚᱢ ᱦᱚᱲᱠᱚ ᱥᱟᱸᱣ ᱫᱚ ᱵᱮᱯᱟᱨ ᱵᱟᱱᱤᱡᱼᱟ ᱟᱨ ᱦᱤᱡᱩᱷ ᱥᱮᱱᱚᱷ ᱫᱚ ᱦᱩᱭᱩ: ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01661	ᱢᱮᱱᱟᱠᱚ ᱥᱮᱫᱟᱭ ᱱᱚᱣᱟ ᱞᱩᱜᱩ ᱵᱩᱨᱩ ᱜᱷᱟᱱᱴᱟ ᱵᱟᱲᱮᱹ ᱨᱮ ᱫᱚ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱞᱩᱢᱟᱝ ᱮ ᱟᱰᱟ ᱠᱚ ᱛᱟᱸᱦᱮᱸᱫᱼᱟ।
train_santalimale_01662	ᱩᱱᱡᱚᱦᱚ ᱟᱵᱚ ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱥᱟᱸᱣ ᱮᱴᱟ: ᱦᱚᱲᱠᱚᱣᱟ: ᱞᱟᱲᱟᱹᱦᱟᱤ ᱛᱩᱯᱩᱫᱼᱟ ᱱᱚᱣᱟ ᱢᱟᱨᱟᱝ ᱵᱩᱨᱩ ᱞᱩᱜᱩ ᱵᱩᱨᱩ ᱜᱷᱟᱱᱴᱟ ᱵᱟᱲᱮᱹ ᱨᱮ ᱞᱟᱲᱦᱟᱤ ᱦᱩᱭᱞᱮᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01663	ᱩᱱᱡᱚᱦᱚ: ᱩᱱᱠᱩ ᱮᱴᱟ: ᱦᱚᱲᱠᱚ ᱫᱚ ᱫᱟᱹᱲ ᱧᱤᱨ ᱮᱱᱟᱠᱚ ᱟᱨ ᱚᱱᱟ ᱠᱷᱚᱞ ᱫᱩᱣᱟᱹᱨ ᱫᱚ ᱫᱷᱤᱨᱤ ᱪᱟᱹᱴᱟᱱᱤ ᱛᱮ ᱠᱚ ᱮᱭᱥᱚᱫᱼᱟ ᱠᱟᱷ ᱛᱟᱸᱦᱮᱸᱛ।
train_santalimale_01664	ᱩᱱᱡᱚᱦᱚ: ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱛᱟᱞᱟᱨᱮ ᱵᱟᱨᱭᱟ ᱵᱤᱨᱫᱟᱹᱨᱤᱠᱤᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ।
train_santalimale_01665	ᱩᱱᱚᱠᱤᱱᱟ: ᱧᱩᱛᱩᱢ ᱫᱚ ᱠᱟᱨᱟᱱ ᱟᱨ ᱡᱚᱦᱚᱱ ᱯᱟᱤᱠᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01666	ᱩᱱᱚᱠᱤᱱ ᱵᱤᱨᱫᱟᱹᱨᱤ ᱜᱮ ᱠᱷᱮᱞ ᱫᱩᱣᱟᱹᱨ ᱨᱮ ᱮᱥᱮᱫᱼᱟᱞᱮᱱ ᱫᱷᱤᱨᱤ ᱪᱟᱴᱟᱱᱤ ᱫᱚ ᱟᱠᱤᱱᱟ ᱠᱟᱹᱯᱤ ᱛᱟᱨᱣᱟᱲᱮᱹ ᱛᱮ ᱢᱟ: ᱞᱮᱫᱟ ᱠᱤᱱ, ᱟᱨ ᱥᱟᱨ ᱛᱮ ᱫᱷᱤᱨᱤ ᱪᱟᱹᱴᱟᱱᱤ ᱠᱤᱱ ᱛᱩᱧ ᱛᱟᱯ ᱞᱮᱫᱟ ᱟᱨ ᱵᱟᱤᱨᱤ ᱠᱤᱱ ᱞᱟᱹᱜᱟ ᱯᱟᱨᱚᱢᱞᱮᱫᱼᱟ ᱠᱚᱣᱟ:।
train_santalimale_01667	ᱚᱱᱟ ᱛᱟᱭᱚᱢ ᱚᱵᱚ ᱨᱮᱱ ᱦᱚᱲ ᱵᱚᱭᱦᱟ ᱢᱤᱥᱮᱨᱟᱠᱚ ᱫᱚ ᱮᱭᱟᱭ ᱜᱟᱰᱟ ᱥᱮᱫᱼᱟ ᱠᱚ ᱯᱟᱨᱚᱢ ᱪᱟᱞᱟᱣᱞᱮᱱᱟ।
train_santalimale_01668	ᱱᱚᱣᱟ ᱮᱭᱟᱭ ᱜᱟᱲᱟᱹ ᱥᱚᱯᱛ ᱥᱤᱸᱫᱷᱩ ᱜᱟᱲᱟᱹ ᱫᱷᱟᱨᱮ ᱨᱮ ᱟᱹᱰᱤ ᱫᱤᱱ ᱠᱚ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01669	ᱥᱚᱯᱛ ᱥᱤᱸᱫᱷᱩ ᱜᱟᱰᱟᱠᱚ ᱨᱮᱱᱟᱷ ᱧᱩᱛᱩᱢ ᱫᱚ ᱥᱤᱸᱫᱷᱩ, ᱪᱚᱱᱫᱨ ᱵᱷᱟᱜᱟ, ᱥᱚᱛᱫᱩ, ᱵᱤᱛᱚᱥᱛᱟ, ᱣᱤᱯᱟᱥᱟ, ᱥᱚᱛᱚᱞᱚᱡ ᱟᱨ ᱜᱷᱟᱜᱨᱟ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01670	ᱱᱚᱣᱟ ᱜᱟᱰᱟ ᱫᱚ ᱱᱮᱛᱟᱨᱟᱷ ᱯᱟᱸᱡᱟᱵ ᱟᱨ ᱥᱤᱸᱫᱷᱩ ᱥᱩᱵᱟ ᱨᱮ ᱢᱮᱱᱟ:ᱟ।
train_santalimale_01671	ᱱᱚᱣᱟ ᱥᱩᱵᱟ ᱫᱚ ᱟᱵᱚ ᱦᱚᱲ ᱨᱚᱲ ᱛᱮ ᱫᱚ ᱪᱟᱤ, ᱪᱟᱢᱯᱟ ᱜᱟᱲ ᱠᱚ ᱢᱮᱛᱟᱷ ᱠᱟᱱ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01672	ᱱᱚᱣᱟ ᱠᱚ ᱡᱟᱭᱜᱟ ᱨᱮ ᱦᱚᱲ ᱦᱚᱯᱚᱱ ᱠᱚ ᱫᱚ ᱜᱤᱨᱣᱟᱥ ᱠᱟᱛᱮ ᱠᱚ ᱛᱟᱸᱦᱮᱸᱠᱟᱱᱟ।
train_santalimale_01673	ᱱᱚᱣᱟ ᱥᱤᱸᱫᱷᱩᱜᱟᱲ ᱨᱮᱱᱟ: ᱥᱚᱥᱱᱚ: ᱥᱚᱵᱷᱭᱛᱟ ᱜᱮ ᱥᱤᱸᱫᱷᱩ ᱥᱚᱵᱷᱭᱛᱟᱠᱚ ᱢᱮᱛᱟ: ᱟ।
train_santalimale_01674	ᱥᱤᱸᱫᱷᱩ ᱥᱚᱥᱱᱚ ᱫᱚ ᱡᱮᱛᱮᱠᱷᱚᱱ ᱢᱟᱨᱮ ᱥᱚᱥᱱᱚ: ᱠᱟᱱᱟ।
train_santalimale_01675	ᱱᱚᱣᱟ ᱥᱚᱥᱱᱚ: ᱫᱚ ᱢᱚᱦᱮᱱᱡᱚ ᱫᱟᱲᱚ ᱟᱨ ᱦᱚᱲᱨᱟᱯᱟ ᱦᱚᱲᱚᱯᱯᱟ ᱨᱮ ᱱᱤᱫᱼᱟ ᱦᱚᱸ ᱧᱟᱢᱚ: ᱠᱟᱱᱟ।
