मेज़ पर बारह पेन हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱜᱮᱞ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर बारह पैन हैं।)
विद्यालय में पंद्रह तेल हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱜᱮᱞ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱛᱮᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱜᱮᱞ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱳᱭᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
विद्यालय में तीस नौ दोस्त हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.56(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱱᱟᱶᱟ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:चार सौ नौ दोस्त हैं।)
मेरे पास बीस दो छात्र हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱩᱲᱤ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱯᱟᱹᱴᱷᱩᱣᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱤᱧ ᱴᱷᱮᱱ ᱵᱟᱨ ᱥᱟᱭ ᱥᱮᱪᱮᱫᱤᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾)
विद्यालय में तीस सात दोस्त हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.67(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:परिवार में तीन-सात दोस्त हैं।)
मेरे पास सौ कुत्ता हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱢᱤᱫ ᱥᱟᱭ ᱜᱚᱴᱟᱝ ᱦᱚᱨᱚᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱤᱧ ᱴᱷᱮᱱ ᱢᱤᱫ ᱥᱟᱭ ᱜᱳᱲᱤᱭᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾)
मेरे पास अस्सी पेन हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱤᱨᱟᱹᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.67(model:ᱤᱧ ᱴᱷᱮᱱ 80 ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:मेरे पास आठ-दस पैन हैं।)
मेज़ पर सोलह सूरज हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱜᱮᱞ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱥᱩᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱥᱩᱡ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर सोलह सूप हैं।)
विद्यालय में तीस दो नमक हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱱᱩᱱ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.44(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱥᱟᱭ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱥᱚᱞᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:चार में बारह घोंघे हैं।)
यह अच्छा फूल है।	ᱱᱚᱣᱟ ᱫᱚ ᱱᱟᱯᱟᱭ ᱯᱩᱥ ᱠᱟᱱᱟ।	hi2sat_f1=0.36(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱯᱟᱭ ᱚᱛᱢᱚᱱ ᱾)
विद्यालय में बीस दो दूध हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱠᱩᱲᱤ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱫᱩᱫᱷ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱵᱟᱨᱼᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱰᱚᱞᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:चंडीगढ़ में दो लड़कियाँ हैं।)
मेरे पास तीस चार भाई हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱮ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱵᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.12(model:ᱤᱧᱟᱹᱜ ᱯᱮᱼ4 ᱜᱚᱴᱟᱝ ᱵᱚᱭᱦᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास चौदह नहीं हैं।)
मेज़ पर चार स्कूल हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱥᱠᱩᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.29(model:ᱴᱮᱵᱤᱞ ᱨᱮ 4 ᱜᱚᱴᱟᱝ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
मेज़ पर तीस चार बिल्ली हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱵᱤᱲᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.32(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱠᱷᱚᱱ ᱯᱳᱱ ᱜᱚᱴᱟᱝ ᱵᱳᱭᱥ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:टेबल पर चौदह बीट्स हैं।)
मेरे पास नब्बे चीनी हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱟᱨᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱪᱤᱱᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱤᱧ ᱴᱷᱮᱱ 90 ᱜᱚᱴᱟᱝ ᱪᱤᱱᱤᱡ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
यह एक पेड़ है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱫᱷᱟᱨ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱵᱤᱨ ᱠᱟᱱᱟ ᱾)
मेज़ पर पाँच अंडा हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱟᱱᱫᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.43(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱮᱝᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.40(model:तालिका में पाँच अंडे हैं।)
मेरे पास बीस छः पेन हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱠᱩᱲᱤ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱯᱮᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	sat2hi_f1=0.46(model:मेरे पास लड़की के छह पैन हैं।)
यह एक सिर है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱯᱟᱹᱛᱩ ᱠᱟᱱᱟ।	hi2sat_f1=0.20(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱢᱩᱲᱩᱫ ᱾)
क्या यह बिल्ली अच्छा है?	ᱪᱮᱫ ᱱᱚᱣᱟ ᱵᱤᱲᱤ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ?	hi2sat_f1=0.55(model:ᱱᱚᱶᱟ ᱢᱮᱲᱤ ᱫᱚ ᱪᱮᱫ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ?)
विद्यालय में चालीस तीन घोड़ा हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱜᱷᱚᱲᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱜᱳᱲᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:चंडीगढ़ में चौदह घोड़े हैं।)
मेरे पास बारह आम हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱟᱢ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.67(model:ᱤᱧ ᱴᱷᱮᱱ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:मेरे पास बारह हैं आप।)
मेज़ पर तीस एक अंडा हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱟᱱᱫᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱤᱫᱴᱟᱝ ᱮᱝᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.33(model:तालिका में एक चौथाई अंडे हैं।)
यह लाल दरवाज़ा है।	ᱱᱚᱣᱟ ᱫᱚ ᱞᱟᱞ ᱫᱟᱹᱨᱣᱟᱡᱽ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱨᱮᱞᱰ ᱰᱚᱨᱮᱱ ᱾)
विद्यालय में चालीस चार पेंसिल हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮᱹᱥᱤᱼ4 ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:चंडीगढ़ में चौदह पेंसिल हैं।)
मेज़ पर पचास किताब हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱢᱚᱬᱮ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱯᱚᱛᱚᱢ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱢᱚᱬᱮ ᱜᱚᱴᱟᱝ ᱯᱚᱛᱚᱵ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:टेबल पर पाँच दस पत्तियाँ हैं।)
विद्यालय में दो पेंसिल हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.31(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱵᱟᱨᱭᱟ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.50(model:दो पेंसिलें हैं।)
मेरे पास चालीस छः शब्द हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱥᱚᱵᱚᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.56(model:ᱤᱧ ᱴᱷᱮᱱ 40 ᱜᱚᱴᱟᱝ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱥᱟᱵᱟᱫ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.55(model:मेरे पास चार-छह सभाएँ हैं।)
यह नया सिर है।	ᱱᱚᱣᱟ ᱫᱚ ᱱᱟᱣᱟ ᱯᱟᱹᱛᱩ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱱᱟᱶᱟ ᱢᱩᱲᱩᱫ ᱾)
मेरे पास चौदह साँप हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱥᱟᱸᱯ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.59(model:ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱜᱮᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱥᱟᱯ ᱢᱮᱱᱟᱜᱼᱟ ᱾)
यह एक टोपी है।	ᱱᱚᱣᱟ ᱫᱚ ᱢᱤᱫ ᱴᱚᱯᱤ ᱠᱟᱱᱟ।	hi2sat_f1=0.20(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱴᱩᱯᱷᱤ ᱾)
यह मेरा चाय है।	ᱱᱚᱣᱟ ᱫᱚ ᱤᱧ ᱨᱮᱱ ᱪᱟ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱤᱧᱟᱹᱜ ᱪᱚᱭ ᱾)
मेरे पास ग्यारह लड़का हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱠᱚᱲᱟ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱤᱧᱟᱹᱜ ᱜᱮᱞ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.44(model:मेरे दस लड़के हैं।)
मेज़ पर छः चाय हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱪᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.43(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱛᱩᱨᱩᱭ ᱜᱚᱴᱟᱝ ᱪᱚᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर छह चाय हैं।)
मेज़ पर चालीस सात किताब हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱱ ᱜᱮᱞ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱯᱚᱛᱚᱢ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱯᱚᱛᱚᱵ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.33(model:तालिका में चौदह सात अध्याय हैं।)
मेज़ पर चार मेज़ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱩᱱ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱩᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.29(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱳᱱ ᱜᱚᱴᱟᱝ ᱴᱮᱵᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर चार टेबल हैं।)
विद्यालय में सत्तर भेड़ हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱮᱭᱟᱭ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱵᱷᱮᱲ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱢᱮᱲᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.36(model:लद्दाख में सात सौ भेड़ें हैं।)
यह काला पत्थर है।	ᱱᱚᱣᱟ ᱫᱚ ᱠᱟᱞᱟ ᱯᱟᱛᱷᱚᱨ ᱠᱟᱱᱟ।	hi2sat_f1=0.18(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱠᱟᱞᱚ ᱚᱛᱚᱢ ᱾)
विद्यालय में तीस एक कॉफ़ी हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱠᱚᱯᱷᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.47(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱤᱫᱴᱟᱝ ᱠᱚᱯᱷᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.31(model:चंडीगढ़ में लगभग एक चौथाई कॉफी है।)
मेज़ पर दो दोस्त हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.53(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨ ᱦᱚᱲ ᱜᱟᱛᱮ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾)
विद्यालय में तीस एक चिड़िया हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱪᱤᱲᱤᱡ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱤᱫᱴᱟᱝ ꯎꯆꯦꯛ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.33(model:लद्दाख में तीन हजार चीत्कार हैं।)
यह स्कूल अच्छा है।	ᱱᱚᱣᱟ ᱫᱚ ᱥᱠᱩᱞ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ।	hi2sat_f1=0.33(model:ᱱᱚᱶᱟ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱫᱚ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ ᱾)
विद्यालय में तीस तीन पेंसिल हैं।	ᱵᱤᱨᱫᱟᱹᱜᱲ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱮᱱᱥᱤᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.38(model:ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱯᱮᱥᱤᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.50(model:कुल मिलाकर, तीन तिहाई पेंसिल हैं।)
मेज़ पर तीस एक स्कूल हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱯᱮ ᱜᱮᱞ ᱢᱤᱫ ᱜᱚᱴᱟᱝ ᱥᱠᱩᱞ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.35(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱤᱫᱴᱟᱝ ᱵᱤᱨᱫᱟᱹᱜᱟᱲ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.67(model:टेबल पर तीस एकल स्कूल हैं।)
मेज़ पर बीस नौ सेब हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱠᱩᱲᱤ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱥᱮᱯ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.27(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱵᱟᱨᱼ9 ᱜᱚᱴᱟᱝ ᱟᱢᱚᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.46(model:टेबल पर लड़कियों के नौ आकार हैं।)
मेज़ पर तेरह भेड़ हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱵᱷᱮᱲ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.40(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱯᱮ ᱜᱚᱴᱟᱝ ᱢᱮᱲᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर तेरह घेरे हैं।)
मेज़ पर सत्तर पिता हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱮᱭᱟᱭ ᱜᱮᱞ ᱜᱚᱴᱟᱝ ᱟᱯᱟᱛ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.50(model:ᱛᱟᱹᱞᱤᱠᱟ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱵᱟᱵᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.36(model:सात सौ पिता तालिका में हैं।)
मेरे पास तीस नौ लड़की हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱮ ᱜᱮᱞ ᱟᱨᱮ ᱜᱚᱴᱟᱝ ᱠᱩᱲᱤ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.33(model:ᱤᱧᱟᱹᱜ ᱯᱮ ᱜᱚᱴᱟᱝ ᱱᱟᱶᱟ ᱠᱩᱲᱤ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾); sat2hi_f1=0.67(model:मेरे पास तीन नौ लड़कियाँ हैं।)
क्या यह खिड़की अच्छा है?	ᱪᱮᱫ ᱱᱚᱣᱟ ᱠᱤᱲᱠᱤ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ?	hi2sat_f1=0.55(model:ᱱᱚᱶᱟ ᱡᱮᱱᱟ ᱫᱚ ᱪᱮᱫ ᱱᱟᱯᱟᱭ ᱠᱟᱱᱟ?); sat2hi_f1=0.60(model:क्या यह पतंग अच्छी है?)
यह पीला बाज़ार है।	ᱱᱚᱣᱟ ᱫᱚ ᱯᱤᱞ ᱵᱟᱡᱟᱨ ᱠᱟᱱᱟ।	hi2sat_f1=0.36(model:ᱱᱚᱶᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱡᱚᱞᱟ ᱵᱟᱡᱟᱨ ᱾); sat2hi_f1=0.44(model:यह एक पील बाजार है।)
मेरे पास चालीस तीन भाई हैं।	ᱤᱧ ᱴᱷᱮᱱ ᱯᱩᱱ ᱜᱮᱞ ᱯᱮ ᱜᱚᱴᱟᱝ ᱵᱟᱭ ᱢᱮᱱᱟᱜᱼᱟ ᱠᱚᱣᱟ।	hi2sat_f1=0.25(model:ᱤᱧᱨᱮᱱ ᱯᱮ ᱜᱚᱴᱟᱝ ᱵᱳᱭᱥ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ᱾)
मेज़ पर सात घोड़ा हैं।	ᱴᱮᱵᱩᱞ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱜᱷᱚᱲᱟ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ।	hi2sat_f1=0.43(model:ᱴᱮᱵᱤᱞ ᱨᱮ ᱮᱭᱟᱭ ᱜᱚᱴᱟᱝ ᱜᱳᱲᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾); sat2hi_f1=0.60(model:टेबल पर सात घोड़े हैं।)
